# retrieved from http://www.ensembl.org/biomart/martview/d81b6aef15e4e70f94d34db8b8f23110?VIRTUALSCHEMANAME=default&ATTRIBUTES=drerio_gene_ensembl.default.homologs.ensembl_gene_id|drerio_gene_ensembl.default.homologs.external_gene_name|drerio_gene_ensembl.default.homologs.mmusculus_homolog_ensembl_gene|drerio_gene_ensembl.default.homologs.mmusculus_homolog_associated_gene_name&FILTERS=drerio_gene_ensembl.default.filters.with_mmusculus_homolog.only&VISIBLEPANEL=attributepanel
Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name
ENSDARG00000029766,nr1i2,ENSMUSG00000022809,Nr1i2
ENSDARG00000089456,men1,ENSMUSG00000024947,Men1
ENSDARG00000057491,n4bp1,ENSMUSG00000031652,N4bp1
ENSDARG00000015906,mxtx2,ENSMUSG00000072675,Duxbl2
ENSDARG00000015906,mxtx2,ENSMUSG00000072672,Duxbl3
ENSDARG00000015906,mxtx2,ENSMUSG00000048502,Duxbl1
ENSDARG00000011809,mical1,ENSMUSG00000019823,Mical1
ENSDARG00000070220,pou3f2a,ENSMUSG00000093668,Pou5f2
ENSDARG00000070746,sft2d2a,ENSMUSG00000040848,Sft2d2
ENSDARG00000044544,zgc:110782,ENSMUSG00000052131,Akr1b7
ENSDARG00000044544,zgc:110782,ENSMUSG00000061758,Akr1b10
ENSDARG00000044544,zgc:110782,ENSMUSG00000029762,Akr1b8
ENSDARG00000044544,zgc:110782,ENSMUSG00000021213,Akr1c13
ENSDARG00000044544,zgc:110782,ENSMUSG00000021211,Akr1c12
ENSDARG00000044544,zgc:110782,ENSMUSG00000071551,Akr1c19
ENSDARG00000100773,zmynd19,ENSMUSG00000026974,Zmynd19
ENSDARG00000078308,spry2,ENSMUSG00000022114,Spry2
ENSDARG00000068006,gck,ENSMUSG00000041798,Gck
ENSDARG00000078041,xpo1a,ENSMUSG00000020290,Xpo1
ENSDARG00000003732,mitfa,ENSMUSG00000035158,Mitf
ENSDARG00000069844,acod1,ENSMUSG00000022126,Acod1
ENSDARG00000095241,mybl2a,ENSMUSG00000025912,Mybl1
ENSDARG00000061804,si:ch211-194e15.5,ENSMUSG00000050390,C77080
ENSDARG00000098317,dync1li1,ENSMUSG00000032435,Dync1li1
ENSDARG00000006797,nt5dc1,ENSMUSG00000039480,Nt5dc1
ENSDARG00000004105,tie1,ENSMUSG00000033191,Tie1
ENSDARG00000060252,mogs,ENSMUSG00000030036,Mogs
ENSDARG00000020228,usf2,ENSMUSG00000058239,Usf2
ENSDARG00000008105,mettl2a,ENSMUSG00000020691,Mettl2
ENSDARG00000098616,ly6m4,ENSMUSG00000037145,2210407C18Rik
ENSDARG00000098616,ly6m4,ENSMUSG00000013653,1810065E05Rik
ENSDARG00000098616,ly6m4,ENSMUSG00000058287,Gm12253
ENSDARG00000098616,ly6m4,ENSMUSG00000011632,Pinlyp
ENSDARG00000098616,ly6m4,ENSMUSG00000013643,Lypd8
ENSDARG00000007755,wdr61,ENSMUSG00000061559,Wdr61
ENSDARG00000009402,si:ch211-210b2.2,ENSMUSG00000018656,Tcaf3
ENSDARG00000009402,si:ch211-210b2.2,ENSMUSG00000036667,Tcaf1
ENSDARG00000009402,si:ch211-210b2.2,ENSMUSG00000029851,Tcaf2
ENSDARG00000068650,fam214b,ENSMUSG00000036002,Fam214b
ENSDARG00000100236,cspp1a,ENSMUSG00000056763,Cspp1
ENSDARG00000004325,casp9,ENSMUSG00000028914,Casp9
ENSDARG00000044216,fto,ENSMUSG00000055932,Fto
ENSDARG00000059322,topbp1,ENSMUSG00000032555,Topbp1
ENSDARG00000003235,nup88,ENSMUSG00000040667,Nup88
ENSDARG00000059035,porb,ENSMUSG00000005514,Por
ENSDARG00000090496,thsd7ab,ENSMUSG00000032625,Thsd7a
ENSDARG00000045105,foxn2b,ENSMUSG00000034998,Foxn2
ENSDARG00000074989,sparcl1,ENSMUSG00000029309,Sparcl1
ENSDARG00000021924,hsp70.3,ENSMUSG00000059970,Hspa2
ENSDARG00000070432,ino80,ENSMUSG00000034154,Ino80
ENSDARG00000057743,si:dkey-10f21.4,ENSMUSG00000028132,Tmem56
ENSDARG00000001578,echs1,ENSMUSG00000025465,Echs1
ENSDARG00000091931,gpatch4,ENSMUSG00000028069,Gpatch4
ENSDARG00000007711,rab3il1,ENSMUSG00000024663,Rab3il1
ENSDARG00000059067,jupb,ENSMUSG00000001552,Jup
ENSDARG00000094377,samd10b,ENSMUSG00000038605,Samd10
ENSDARG00000020574,atp2a1,ENSMUSG00000007107,Atp1a4
ENSDARG00000040131,zfyve26,ENSMUSG00000066440,Zfyve26
ENSDARG00000002300,p2rx2,ENSMUSG00000029503,P2rx2
ENSDARG00000016350,cap1,ENSMUSG00000028656,Cap1
ENSDARG00000075743,mrpl47,ENSMUSG00000037531,Mrpl47
ENSDARG00000031511,psmb2,ENSMUSG00000028837,Psmb2
ENSDARG00000100795,timp4.3,ENSMUSG00000030317,Timp4
ENSDARG00000058108,eps8l2,ENSMUSG00000025504,Eps8l2
ENSDARG00000062058,slc12a7b,ENSMUSG00000017756,Slc12a7
ENSDARG00000079306,rlim,ENSMUSG00000056537,Rlim
ENSDARG00000035944,sync,ENSMUSG00000001333,Sync
ENSDARG00000013979,ndfip1,ENSMUSG00000024425,Ndfip1
ENSDARG00000008969,fgb,ENSMUSG00000033831,Fgb
ENSDARG00000068428,si:ch211-153j24.3,ENSMUSG00000039699,Batf2
ENSDARG00000036809,si:ch211-106j24.1,ENSMUSG00000039062,Anpep
ENSDARG00000079947,gfi1b,ENSMUSG00000026815,Gfi1b
ENSDARG00000021794,hmmr,ENSMUSG00000020330,Hmmr
ENSDARG00000015126,gorasp2,ENSMUSG00000014959,Gorasp2
ENSDARG00000039217,orc1,ENSMUSG00000028587,Orc1
ENSDARG00000060430,zfyve28,ENSMUSG00000037224,Zfyve28
ENSDARG00000102617,timp4.2,ENSMUSG00000030317,Timp4
ENSDARG00000086740,phyh,ENSMUSG00000026664,Phyh
ENSDARG00000013505,ube2kb,ENSMUSG00000029203,Ube2k
ENSDARG00000075956,faxca,ENSMUSG00000028246,Faxc
ENSDARG00000039422,fuom,ENSMUSG00000025466,Fuom
ENSDARG00000013095,gclc,ENSMUSG00000032350,Gclc
ENSDARG00000086805,itprid1,ENSMUSG00000037973,Itprid1
ENSDARG00000057598,s100b,ENSMUSG00000033208,S100b
ENSDARG00000031683,fosab,ENSMUSG00000021250,Fos
ENSDARG00000009607,ccnc,ENSMUSG00000028252,Ccnc
ENSDARG00000070426,chac1,ENSMUSG00000027313,Chac1
ENSDARG00000051955,brms1,ENSMUSG00000080268,Brms1
ENSDARG00000051955,brms1,ENSMUSG00000012076,Brms1l
ENSDARG00000054010,scaf1,ENSMUSG00000038406,Scaf1
ENSDARG00000070607,mrpl36,ENSMUSG00000021607,Mrpl36
ENSDARG00000026820,gucy2d,ENSMUSG00000042282,Gucy2f
ENSDARG00000026820,gucy2d,ENSMUSG00000074003,Gucy2d
ENSDARG00000062797,nell2b,ENSMUSG00000022454,Nell2
ENSDARG00000015290,sacm1la,ENSMUSG00000025240,Sacm1l
ENSDARG00000007371,slc26a3.1,ENSMUSG00000001225,Slc26a3
ENSDARG00000075567,fbxl20,ENSMUSG00000020883,Fbxl20
ENSDARG00000078216,eps15,ENSMUSG00000028552,Eps15
ENSDARG00000040008,neurod6a,ENSMUSG00000037984,Neurod6
ENSDARG00000031483,col9a1b,ENSMUSG00000026147,Col9a1
ENSDARG00000070494,pdgfra,ENSMUSG00000029231,Pdgfra
ENSDARG00000041376,rmi1,ENSMUSG00000035367,Rmi1
ENSDARG00000017988,dse,ENSMUSG00000039497,Dse
ENSDARG00000006568,kcnmb2,ENSMUSG00000020155,Kcnmb1
ENSDARG00000006568,kcnmb2,ENSMUSG00000037610,Kcnmb2
ENSDARG00000102477,stard4,ENSMUSG00000024378,Stard4
ENSDARG00000059944,c1qtnf2,ENSMUSG00000046491,C1qtnf2
ENSDARG00000063026,mlc1,ENSMUSG00000035805,Mlc1
ENSDARG00000027397,vangl2,ENSMUSG00000026556,Vangl2
ENSDARG00000057006,fam241a,ENSMUSG00000050549,Fam241a
ENSDARG00000038360,thg1l,ENSMUSG00000011254,Thg1l
ENSDARG00000061268,ago2,ENSMUSG00000036698,Ago2
ENSDARG00000020217,cpsf4,ENSMUSG00000029625,Cpsf4
ENSDARG00000018069,rdh12,ENSMUSG00000066441,Rdh11
ENSDARG00000003216,anxa2a,ENSMUSG00000032231,Anxa2
ENSDARG00000086739,si:ch1073-513e17.1,ENSMUSG00000036083,Slc17a3
ENSDARG00000086739,si:ch1073-513e17.1,ENSMUSG00000021335,Slc17a1
ENSDARG00000086739,si:ch1073-513e17.1,ENSMUSG00000036110,Slc17a2
ENSDARG00000086739,si:ch1073-513e17.1,ENSMUSG00000021336,Slc17a4
ENSDARG00000021408,poglut3,ENSMUSG00000034487,Kdelc2
ENSDARG00000102977,cant1b,ENSMUSG00000025575,Cant1
ENSDARG00000093374,EPB41L2,ENSMUSG00000019978,Epb41l2
ENSDARG00000063030,mesd,ENSMUSG00000038503,Mesd
ENSDARG00000030161,ppp1r14bb,ENSMUSG00000073730,4933415F23Rik
ENSDARG00000030161,ppp1r14bb,ENSMUSG00000056612,Ppp1r14b
ENSDARG00000029596,trim55a,ENSMUSG00000060913,Trim55
ENSDARG00000000103,myh10,ENSMUSG00000020900,Myh10
ENSDARG00000037423,smim19,ENSMUSG00000031534,Smim19
ENSDARG00000070412,mtmr7b,ENSMUSG00000039431,Mtmr7
ENSDARG00000002330,lhx8a,ENSMUSG00000096225,Lhx8
ENSDARG00000034705,pvalb7,ENSMUSG00000005716,Pvalb
ENSDARG00000038151,zgc:92360,ENSMUSG00000020709,Adap2
ENSDARG00000056307,znf706,ENSMUSG00000062397,Zfp706
ENSDARG00000062720,pcdh1a,ENSMUSG00000051375,Pcdh1
ENSDARG00000033597,api5,ENSMUSG00000027193,Api5
ENSDARG00000079123,ikbkb,ENSMUSG00000031537,Ikbkb
ENSDARG00000039980,ppt1,ENSMUSG00000028657,Ppt1
ENSDARG00000063129,si:ch211-38m6.7,ENSMUSG00000091091,Kcnmb3
ENSDARG00000074126,ttc39a,ENSMUSG00000028555,Ttc39a
ENSDARG00000076466,maml1,ENSMUSG00000050567,Maml1
ENSDARG00000100794,mmp13b,ENSMUSG00000043613,Mmp3
ENSDARG00000100794,mmp13b,ENSMUSG00000047562,Mmp10
ENSDARG00000100794,mmp13b,ENSMUSG00000070323,Mmp27
ENSDARG00000100794,mmp13b,ENSMUSG00000050578,Mmp13
ENSDARG00000100794,mmp13b,ENSMUSG00000049723,Mmp12
ENSDARG00000062231,znf362b,ENSMUSG00000028799,Zfp362
ENSDARG00000017397,smarcc1a,ENSMUSG00000032481,Smarcc1
ENSDARG00000077089,blm,ENSMUSG00000030528,Blm
ENSDARG00000025478,gipr,ENSMUSG00000025127,Gcgr
ENSDARG00000059549,akap10,ENSMUSG00000047804,Akap10
ENSDARG00000036489,zgc:112356,ENSMUSG00000022553,Maf1
ENSDARG00000075819,arhgef2,ENSMUSG00000028059,Arhgef2
ENSDARG00000074640,si:dkeyp-51b7.3,ENSMUSG00000026841,Fibcd1
ENSDARG00000077002,igsf3,ENSMUSG00000042035,Igsf3
ENSDARG00000030805,znhit2,ENSMUSG00000075227,Znhit2
ENSDARG00000057833,gulp1b,ENSMUSG00000056870,Gulp1
ENSDARG00000016815,casc1,ENSMUSG00000043541,Casc1
ENSDARG00000089230,si:ch211-253b8.2,ENSMUSG00000047264,Zfp358
ENSDARG00000089230,si:ch211-253b8.2,ENSMUSG00000049728,Zfp668
ENSDARG00000089230,si:ch211-253b8.2,ENSMUSG00000051550,Zfp579
ENSDARG00000054510,adrb2b,ENSMUSG00000045730,Adrb2
ENSDARG00000040812,ncf4,ENSMUSG00000071715,Ncf4
ENSDARG00000003344,trpc2b,ENSMUSG00000100254,Trpc2
ENSDARG00000003344,trpc2b,ENSMUSG00000070425,Xntrpc
ENSDARG00000033928,ndfip2,ENSMUSG00000053253,Ndfip2
ENSDARG00000069184,ubtd2,ENSMUSG00000044949,Ubtd2
ENSDARG00000059672,arhgap36,ENSMUSG00000036198,Arhgap36
ENSDARG00000076815,eif3s10,ENSMUSG00000024991,Eif3a
ENSDARG00000075433,myom2a,ENSMUSG00000031461,Myom2
ENSDARG00000092362,hsp70.2,ENSMUSG00000059970,Hspa2
ENSDARG00000052012,rtn4rl2a,ENSMUSG00000050896,Rtn4rl2
ENSDARG00000094984,si:ch211-197g15.8,ENSMUSG00000028037,Ifi44
ENSDARG00000094984,si:ch211-197g15.8,ENSMUSG00000039146,Ifi44l
ENSDARG00000041040,piga,ENSMUSG00000031381,Piga
ENSDARG00000020133,jdp2b,ENSMUSG00000034271,Jdp2
ENSDARG00000059056,ft1,ENSMUSG00000055373,Fut9
ENSDARG00000052644,ca10a,ENSMUSG00000056158,Car10
ENSDARG00000011219,akt2,ENSMUSG00000004056,Akt2
ENSDARG00000062056,elmod1,ENSMUSG00000041986,Elmod1
ENSDARG00000075459,ptpn20,ENSMUSG00000021940,Ptpn20
ENSDARG00000029688,hsp70.1,ENSMUSG00000059970,Hspa2
ENSDARG00000079017,tlnrd1,ENSMUSG00000070462,Tlnrd1
ENSDARG00000018621,slc6a19a.1,ENSMUSG00000021565,Slc6a19
ENSDARG00000030871,siah1,ENSMUSG00000036840,Siah1a
ENSDARG00000030871,siah1,ENSMUSG00000040749,Siah1b
ENSDARG00000100137,il17ra2,ENSMUSG00000015966,Il17rb
ENSDARG00000100137,il17ra2,ENSMUSG00000030281,Il17rc
ENSDARG00000070658,zbtb12.2,ENSMUSG00000049823,Zbtb12
ENSDARG00000038802,cenpl,ENSMUSG00000026708,Cenpl
ENSDARG00000040988,tpi1b,ENSMUSG00000023456,Tpi1
ENSDARG00000017542,fgf1a,ENSMUSG00000022101,Fgf17
ENSDARG00000017542,fgf1a,ENSMUSG00000030827,Fgf21
ENSDARG00000017542,fgf1a,ENSMUSG00000036585,Fgf1
ENSDARG00000017542,fgf1a,ENSMUSG00000021974,Fgf9
ENSDARG00000017542,fgf1a,ENSMUSG00000037225,Fgf2
ENSDARG00000059871,shrprbck1r,ENSMUSG00000022552,Sharpin
ENSDARG00000103699,ptpn13,ENSMUSG00000034573,Ptpn13
ENSDARG00000078603,myo1hb,ENSMUSG00000066952,Myo1h
ENSDARG00000071259,fbxo34,ENSMUSG00000037536,Fbxo34
ENSDARG00000097753,slirp,ENSMUSG00000021040,Slirp
ENSDARG00000102973,cmtm8a,ENSMUSG00000041012,Cmtm8
ENSDARG00000063361,si:ch211-1e14.1,ENSMUSG00000063455,D630045J12Rik
ENSDARG00000059746,plod1a,ENSMUSG00000019055,Plod1
ENSDARG00000069099,tmco1,ENSMUSG00000052428,Tmco1
ENSDARG00000002933,gbx2,ENSMUSG00000034486,Gbx2
ENSDARG00000035595,ficd,ENSMUSG00000053334,Ficd
ENSDARG00000055737,ube3a,ENSMUSG00000025326,Ube3a
ENSDARG00000011818,batf,ENSMUSG00000034266,Batf
ENSDARG00000045926,crabp1a,ENSMUSG00000032291,Crabp1
ENSDARG00000062561,adck1,ENSMUSG00000021044,Adck1
ENSDARG00000070455,tmem245,ENSMUSG00000055296,Tmem245
ENSDARG00000039145,plaub,ENSMUSG00000021822,Plau
ENSDARG00000018524,midn,ENSMUSG00000035621,Midn
ENSDARG00000067795,ifngr2,ENSMUSG00000020009,Ifngr1
ENSDARG00000067795,ifngr2,ENSMUSG00000037157,Il22ra1
ENSDARG00000067795,ifngr2,ENSMUSG00000032089,Il10ra
ENSDARG00000067795,ifngr2,ENSMUSG00000022971,Ifnar2
ENSDARG00000103208,il17ra1b,ENSMUSG00000015966,Il17rb
ENSDARG00000103208,il17ra1b,ENSMUSG00000030281,Il17rc
ENSDARG00000060861,dars2,ENSMUSG00000026709,Dars2
ENSDARG00000070824,ndufb5,ENSMUSG00000027673,Ndufb5
ENSDARG00000074201,flna,ENSMUSG00000031328,Flna
ENSDARG00000019062,arpc5b,ENSMUSG00000008475,Arpc5
ENSDARG00000075858,fam155a,ENSMUSG00000079157,Fam155a
ENSDARG00000014676,bckdhb,ENSMUSG00000032263,Bckdhb
ENSDARG00000079611,sema4c,ENSMUSG00000026121,Sema4c
ENSDARG00000013461,supt7l,ENSMUSG00000053134,Supt7l
ENSDARG00000105389,mmel1,ENSMUSG00000058183,Mmel1
ENSDARG00000103313,rhot1b,ENSMUSG00000017686,Rhot1
ENSDARG00000055930,zc3h7bb,ENSMUSG00000022390,Zc3h7b
ENSDARG00000051889,dhodh,ENSMUSG00000031730,Dhodh
ENSDARG00000020000,sh3bp4a,ENSMUSG00000036206,Sh3bp4
ENSDARG00000017437,adcy3b,ENSMUSG00000020654,Adcy3
ENSDARG00000021455,strbp,ENSMUSG00000026915,Strbp
ENSDARG00000017803,gsk3ba,ENSMUSG00000022812,Gsk3b
ENSDARG00000054542,il12bb,ENSMUSG00000004296,Il12b
ENSDARG00000031888,mapk8a,ENSMUSG00000021936,Mapk8
ENSDARG00000053386,wdr27,ENSMUSG00000046991,Wdr27
ENSDARG00000004402,elovl6,ENSMUSG00000041220,Elovl6
ENSDARG00000058646,ptprna,ENSMUSG00000026204,Ptprn
ENSDARG00000075726,dhrs7b,ENSMUSG00000042569,Dhrs7b
ENSDARG00000063219,ubap2l,ENSMUSG00000042520,Ubap2l
ENSDARG00000060933,baiap2l2b,ENSMUSG00000018126,Baiap2l2
ENSDARG00000026081,lhcgr,ENSMUSG00000024107,Lhcgr
ENSDARG00000090724,scn12aa,ENSMUSG00000034533,Scn10a
ENSDARG00000075178,lpcat3,ENSMUSG00000004270,Lpcat3
ENSDARG00000068157,ehmt1a,ENSMUSG00000036893,Ehmt1
ENSDARG00000019963,sfxn1,ENSMUSG00000021474,Sfxn1
ENSDARG00000069745,slc35f2,ENSMUSG00000042195,Slc35f2
ENSDARG00000074447,dapk3,ENSMUSG00000034974,Dapk3
ENSDARG00000027799,ucmaa,ENSMUSG00000026668,Ucma
ENSDARG00000003517,impa1,ENSMUSG00000027531,Impa1
ENSDARG00000039521,ssx2ipa,ENSMUSG00000036825,Ssx2ip
ENSDARG00000036194,pitx2,ENSMUSG00000028023,Pitx2
ENSDARG00000104734,kat2a,ENSMUSG00000020918,Kat2a
ENSDARG00000045487,rps16,ENSMUSG00000037563,Rps16
ENSDARG00000059993,trpm4a,ENSMUSG00000038260,Trpm4
ENSDARG00000077139,col6a3,ENSMUSG00000048126,Col6a3
ENSDARG00000070108,dek,ENSMUSG00000021377,Dek
ENSDARG00000012194,scp2a,ENSMUSG00000028603,Scp2
ENSDARG00000045815,mcm10,ENSMUSG00000026669,Mcm10
ENSDARG00000100536,nkrf,ENSMUSG00000044149,Nkrf
ENSDARG00000076117,stard5,ENSMUSG00000046027,Stard5
ENSDARG00000035185,fzd9a,ENSMUSG00000049551,Fzd9
ENSDARG00000037550,cyp21a2,ENSMUSG00000024365,Cyp21a1
ENSDARG00000075542,zfhx4,ENSMUSG00000025255,Zfhx4
ENSDARG00000073720,si:dkey-250l23.4,ENSMUSG00000021720,Rnf180
ENSDARG00000062612,dhx37,ENSMUSG00000029480,Dhx37
ENSDARG00000014017,rrm1,ENSMUSG00000030978,Rrm1
ENSDARG00000045749,ppfibp1a,ENSMUSG00000016487,Ppfibp1
ENSDARG00000094243,shda,ENSMUSG00000039154,Shd
ENSDARG00000020077,nol10,ENSMUSG00000061458,Nol10
ENSDARG00000035521,sfrp1a,ENSMUSG00000031548,Sfrp1
ENSDARG00000095947,adkb,ENSMUSG00000039197,Adk
ENSDARG00000074610,si:ch211-113e8.6,ENSMUSG00000051124,Gimap9
ENSDARG00000074610,si:ch211-113e8.6,ENSMUSG00000090019,Gimap1
ENSDARG00000074610,si:ch211-113e8.6,ENSMUSG00000047867,Gimap6
ENSDARG00000074610,si:ch211-113e8.6,ENSMUSG00000054435,Gimap4
ENSDARG00000059965,camsap2b,ENSMUSG00000041570,Camsap2
ENSDARG00000102908,il16,ENSMUSG00000001741,Il16
ENSDARG00000010070,adam9,ENSMUSG00000031555,Adam9
ENSDARG00000042180,foxl2a,ENSMUSG00000050397,Foxl2
ENSDARG00000060671,lct,ENSMUSG00000026354,Lct
ENSDARG00000069707,si:ch211-113e8.5,ENSMUSG00000051124,Gimap9
ENSDARG00000069707,si:ch211-113e8.5,ENSMUSG00000090019,Gimap1
ENSDARG00000069707,si:ch211-113e8.5,ENSMUSG00000047867,Gimap6
ENSDARG00000069707,si:ch211-113e8.5,ENSMUSG00000054435,Gimap4
ENSDARG00000026185,yju2,ENSMUSG00000003208,Yju2
ENSDARG00000059690,slc29a4,ENSMUSG00000050822,Slc29a4
ENSDARG00000099148,bzw1b,ENSMUSG00000051223,Bzw1
ENSDARG00000079905,mark2a,ENSMUSG00000024969,Mark2
ENSDARG00000042780,apoba,ENSMUSG00000020609,Apob
ENSDARG00000074695,mertka,ENSMUSG00000014361,Mertk
ENSDARG00000099332,ly6m5,ENSMUSG00000037145,2210407C18Rik
ENSDARG00000099332,ly6m5,ENSMUSG00000013653,1810065E05Rik
ENSDARG00000099332,ly6m5,ENSMUSG00000058287,Gm12253
ENSDARG00000099332,ly6m5,ENSMUSG00000011632,Pinlyp
ENSDARG00000099332,ly6m5,ENSMUSG00000013643,Lypd8
ENSDARG00000096587,itgam,ENSMUSG00000030789,Itgax
ENSDARG00000045510,tbc1d22a,ENSMUSG00000051864,Tbc1d22a
ENSDARG00000044074,loxl2b,ENSMUSG00000034205,Loxl2
ENSDARG00000062949,nt5dc3,ENSMUSG00000054027,Nt5dc3
ENSDARG00000062949,nt5dc3,ENSMUSG00000112743,Gm49358
ENSDARG00000011170,ndrg2,ENSMUSG00000004558,Ndrg2
ENSDARG00000076959,si:ch211-38m6.6,ENSMUSG00000001082,Mfsd10
ENSDARG00000099563,inpp5ka,ENSMUSG00000006127,Inpp5k
ENSDARG00000039309,hook2,ENSMUSG00000052566,Hook2
ENSDARG00000059059,emsy,ENSMUSG00000035401,Emsy
ENSDARG00000091699,capn2a,ENSMUSG00000026509,Capn2
ENSDARG00000093503,rsf1b.1,ENSMUSG00000035623,Rsf1
ENSDARG00000034160,slc4a1ap,ENSMUSG00000029141,Slc4a1ap
ENSDARG00000078908,fbxo41,ENSMUSG00000047013,Fbxo41
ENSDARG00000092638,ptprua,ENSMUSG00000028909,Ptpru
ENSDARG00000019941,sgta,ENSMUSG00000004937,Sgta
ENSDARG00000008447,fkbp4,ENSMUSG00000030357,Fkbp4
ENSDARG00000058219,tubd1,ENSMUSG00000020513,Tubd1
ENSDARG00000089507,ugt1b5,ENSMUSG00000089960,Ugt1a1
ENSDARG00000068640,rsf1b.1,ENSMUSG00000035623,Rsf1
ENSDARG00000045886,slc38a2,ENSMUSG00000022462,Slc38a2
ENSDARG00000092404,si:dkey-79p17.3,ENSMUSG00000026354,Lct
ENSDARG00000077580,tspeara,ENSMUSG00000069581,Tspear
ENSDARG00000099235,hook2,ENSMUSG00000052566,Hook2
ENSDARG00000004336,exoc4,ENSMUSG00000029763,Exoc4
ENSDARG00000057606,arl4ca,ENSMUSG00000049866,Arl4c
ENSDARG00000000183,ptpn4b,ENSMUSG00000026384,Ptpn4
ENSDARG00000097024,ugt1b4,ENSMUSG00000089960,Ugt1a1
ENSDARG00000063309,tjp2a,ENSMUSG00000024812,Tjp2
ENSDARG00000070055,arfip1,ENSMUSG00000102805,Gm37240
ENSDARG00000070055,arfip1,ENSMUSG00000074513,Arfip1
ENSDARG00000036212,tbc1d5,ENSMUSG00000023923,Tbc1d5
ENSDARG00000023600,sh3gl2a,ENSMUSG00000028488,Sh3gl2
ENSDARG00000033965,nup58,ENSMUSG00000114797,Gm49336
ENSDARG00000033965,nup58,ENSMUSG00000063895,Nupl1
ENSDARG00000016263,zdhhc5a,ENSMUSG00000034075,Zdhhc5
ENSDARG00000078251,TESK1,ENSMUSG00000028458,Tesk1
ENSDARG00000070673,ptgr2,ENSMUSG00000072946,Ptgr2
ENSDARG00000101176,ugt1b7,ENSMUSG00000089960,Ugt1a1
ENSDARG00000077052,tnrc18,ENSMUSG00000039477,Tnrc18
ENSDARG00000059657,mks1,ENSMUSG00000034121,Mks1
ENSDARG00000061904,fhod3b,ENSMUSG00000034295,Fhod3
ENSDARG00000013274,eif4eb,ENSMUSG00000028156,Eif4e
ENSDARG00000097231,ugt1b2,ENSMUSG00000089960,Ugt1a1
ENSDARG00000003867,cdk20,ENSMUSG00000021483,Cdk20
ENSDARG00000037154,hivep3b,ENSMUSG00000028634,Hivep3
ENSDARG00000043322,gsx2,ENSMUSG00000035946,Gsx2
ENSDARG00000055138,zgc:110410,ENSMUSG00000014529,Tmbim7
ENSDARG00000089887,mmp20a,ENSMUSG00000018623,Mmp7
ENSDARG00000097979,ugt1b3,ENSMUSG00000089960,Ugt1a1
ENSDARG00000040261,runx2a,ENSMUSG00000039153,Runx2
ENSDARG00000027523,trpc7a,ENSMUSG00000021541,Trpc7
ENSDARG00000036869,tcf21,ENSMUSG00000045680,Tcf21
ENSDARG00000069843,kctd12.1,ENSMUSG00000098557,Kctd12
ENSDARG00000053279,apln,ENSMUSG00000037010,Apln
ENSDARG00000016699,trpa1a,ENSMUSG00000032769,Trpa1
ENSDARG00000052482,arhgef11,ENSMUSG00000041977,Arhgef11
ENSDARG00000035880,atp6v1c1b,ENSMUSG00000022295,Atp6v1c1
ENSDARG00000043663,faub,ENSMUSG00000038274,Fau
ENSDARG00000059897,ntrk2a,ENSMUSG00000055254,Ntrk2
ENSDARG00000093745,htr1aa,ENSMUSG00000049511,Htr1b
ENSDARG00000093745,htr1aa,ENSMUSG00000050783,Htr1f
ENSDARG00000093745,htr1aa,ENSMUSG00000070687,Htr1d
ENSDARG00000012642,si:ch211-266d19.4,ENSMUSG00000047264,Zfp358
ENSDARG00000012642,si:ch211-266d19.4,ENSMUSG00000049728,Zfp668
ENSDARG00000012642,si:ch211-266d19.4,ENSMUSG00000051550,Zfp579
ENSDARG00000062325,shank2b,ENSMUSG00000037541,Shank2
ENSDARG00000059815,oaz2b,ENSMUSG00000040652,Oaz2
ENSDARG00000034718,tfpia,ENSMUSG00000027082,Tfpi
ENSDARG00000023920,llgl2,ENSMUSG00000020782,Llgl2
ENSDARG00000098291,trpc3,ENSMUSG00000027716,Trpc3
ENSDARG00000078593,vwa8,ENSMUSG00000058997,Vwa8
ENSDARG00000025091,ezrb,ENSMUSG00000052397,Ezr
ENSDARG00000061294,arhgap5,ENSMUSG00000035133,Arhgap5
ENSDARG00000104541,msh6,ENSMUSG00000005370,Msh6
ENSDARG00000070726,cnga3a,ENSMUSG00000026114,Cnga3
ENSDARG00000078547,si:ch211-264f5.2,ENSMUSG00000026415,Fcamr
ENSDARG00000045797,si:ch211-68a17.7,ENSMUSG00000063320,1190007I07Rik
ENSDARG00000071055,ZNF512B,ENSMUSG00000000823,Zfp512b
ENSDARG00000013965,cul2,ENSMUSG00000024231,Cul2
ENSDARG00000039997,ptp4a3a,ENSMUSG00000059895,Ptp4a3
ENSDARG00000037064,galca,ENSMUSG00000021003,Galc
ENSDARG00000079198,usp13,ENSMUSG00000056900,Usp13
ENSDARG00000009169,mob1ba,ENSMUSG00000006262,Mob1b
ENSDARG00000020028,cps1,ENSMUSG00000025991,Cps1
ENSDARG00000056214,gnrh3,ENSMUSG00000015812,Gnrh1
ENSDARG00000090698,si:dkey-52j6.3,ENSMUSG00000040485,Lrrc52
ENSDARG00000015506,pibf1,ENSMUSG00000005148,Klf5
ENSDARG00000069970,lingo2b,ENSMUSG00000045083,Lingo2
ENSDARG00000077726,nocta,ENSMUSG00000023087,Noct
